size,mmult,mmultO3,mmult_simd,mmult_simdO3 
732,2.757606,0.710784,1.980899,0.212379
733,2.951153,0.793642,2.088158,0.223829
734,3.907144,2.745936,2.025332,0.219695
735,3.132643,0.867850,2.043064,0.227518
736,3.364796,1.106732,2.137525,0.240850
737,2.974360,0.862124,2.059769,0.232054
738,3.985194,2.780804,2.026226,0.219281
739,4.321041,3.170563,2.308562,0.269018
740,2.879066,0.732533,2.244250,0.253559
741,3.195184,0.792436,2.254516,0.240084
742,3.239085,0.872653,2.270660,0.229714
743,3.192869,0.784287,2.248254,0.233613
744,2.996384,0.876379,2.243510,0.233903
745,3.727649,1.830378,2.158280,0.223796
746,3.375181,1.214936,2.096573,0.231322
747,3.148312,0.752784,2.060710,0.227582
748,2.889396,0.741270,2.356973,0.242459
749,3.511648,1.600762,2.112097,0.241090
750,3.152664,0.760709,2.154805,0.228958
751,3.038341,0.773926,2.209613,0.235705
752,3.160309,1.545893,2.360026,0.268771
753,4.069124,2.099581,2.173843,0.245704
754,3.193840,0.929997,2.273372,0.238175
755,3.191413,1.075133,2.263108,0.241367
756,2.963347,0.769468,2.449656,0.240172
757,3.879840,1.298901,2.535692,0.284958
758,3.235524,0.742556,2.571931,0.278413
759,3.380718,0.910202,2.472991,0.270443
760,2.904448,0.737541,2.372863,0.244515
761,3.698989,1.846690,2.322591,0.289642
762,6.103854,5.786919,2.364403,0.251433
763,3.886369,1.597249,2.312131,0.293877
764,4.417055,2.838538,2.337431,0.251357
765,3.456002,0.952766,2.436044,0.251622
766,3.583048,0.924621,2.410420,0.291159
767,3.371596,0.908615,2.287414,0.260628
768,4.256403,1.138504,2.614545,0.281087
769,4.619280,3.120209,2.351325,0.272826
770,4.771897,3.766443,2.367611,0.258466
771,7.055784,7.107443,2.317520,0.266299
772,3.733155,1.947769,2.312180,0.259983
773,3.330715,0.926629,2.360221,0.255785
774,3.383607,0.790297,2.363017,0.259952
775,3.858482,1.310302,2.540704,0.267787
776,3.333091,1.022560,2.517070,0.297881
777,3.595485,0.883004,2.384097,0.273606
778,3.543545,0.835519,2.380425,0.260756
779,4.660413,2.951836,2.634689,0.294276
780,6.841426,6.350135,2.596208,0.274417
781,4.165517,1.681984,2.430888,0.276520
782,5.210058,3.277814,2.484881,0.259695
783,3.886242,1.048201,2.479379,0.277513
784,3.503985,1.350287,2.557866,0.259666
785,4.264363,1.817338,2.422313,0.265957
786,3.668815,1.073324,2.696689,0.276014
787,4.080008,1.459115,2.567536,0.281523
788,4.640501,2.909756,2.639432,0.301061
789,4.312763,1.967300,2.543898,0.283998
790,4.510974,2.801522,2.806168,0.273989
791,5.125008,3.257736,2.582797,0.269284
792,3.958348,1.606008,2.685488,0.271923
793,3.789017,1.225905,2.521481,0.324236
794,4.155482,1.359734,2.669481,0.293444
795,4.208535,1.810582,2.528733,0.278486
796,3.693898,1.405666,2.700010,0.289304
797,4.114387,1.300138,2.700877,0.294780
798,5.074246,3.368611,2.583062,0.281919
799,5.691737,4.224481,2.672919,0.346834
800,4.667807,1.704298,2.648293,0.294303
801,4.852348,2.480642,2.646878,0.291531
802,4.607776,1.325054,2.658074,0.292008
803,3.815415,0.893215,2.856832,0.290594
804,5.810920,4.277252,2.623751,0.289076
805,4.377898,1.782720,2.779011,0.300257
806,4.188445,1.435904,2.728903,0.291414
807,4.538504,1.452929,2.972128,0.301931
808,5.895529,3.592703,2.810324,0.285578
809,5.932257,3.292482,2.966079,0.300856
810,4.098295,0.865209,2.965697,0.297755
811,5.350436,3.287883,2.966538,0.300166
812,3.495242,0.760215,2.944196,0.289942
813,3.720977,0.911956,2.923953,0.294331
814,3.925799,0.796757,2.821677,0.292730
815,3.973486,0.925978,2.937060,0.307169
816,3.461201,0.796672,2.795625,0.290814
817,3.943073,0.918098,2.766110,0.347370
818,5.236448,3.215711,2.896869,0.301866
819,3.977669,0.955778,2.936480,0.292757
820,3.457558,0.771498,2.794628,0.299427
821,3.853029,0.908845,2.776441,0.314195
822,4.156782,0.902555,2.872254,0.350239
823,5.179397,3.435247,3.005581,0.308076
824,3.549069,0.787075,2.865614,0.324427
825,3.851783,0.942023,2.885129,0.318545
826,3.903325,0.857237,2.886960,0.309791
827,6.907007,5.680431,3.002605,0.341681
828,3.691744,0.818167,3.097180,0.313972
829,5.527317,3.479363,3.035701,0.372445
830,4.142585,0.881842,2.923618,0.337195
831,5.434082,3.289831,3.053692,0.332912
832,5.294212,1.303287,3.030376,0.310971
833,5.353232,3.272210,3.081098,0.353060
834,4.286894,0.909541,2.958745,0.325308
835,4.040202,0.987171,2.974809,0.329282
836,3.706803,0.848615,2.966945,0.348994
837,4.000904,0.971430,3.124761,0.321745
838,4.158641,0.941884,2.959427,0.307252
839,4.052502,0.989845,2.987498,0.333145
840,5.640683,3.326292,3.020991,0.319329
841,5.801020,3.305834,3.163586,0.350736
842,4.758181,0.941463,3.311498,0.340972
843,5.522619,3.497540,3.201360,0.346708
844,3.997852,0.893753,3.370460,0.335314
845,4.328735,0.995394,3.099197,0.372738
846,4.189287,0.936065,3.304711,0.332693
847,4.330011,1.036407,3.258971,0.341137
848,3.823916,0.916045,3.263431,0.336132
849,4.379901,1.043306,3.457660,0.393915
850,4.676748,0.965048,3.212868,0.338099
851,4.392138,1.052663,3.209241,0.346087
852,4.099208,0.931333,3.310844,0.345485
853,4.402891,1.038971,3.229658,0.349489
854,4.547153,1.050678,3.179530,0.330056
855,4.354730,1.065188,3.389941,0.336649
856,4.137129,0.888997,3.354553,0.332769
857,4.326137,1.086973,3.196686,0.354980
858,4.735350,0.989572,3.301226,0.383702
859,4.535770,1.060722,3.226721,0.365025
860,4.337798,0.941651,3.286375,0.355393
861,4.743225,1.091030,3.483667,0.414249
862,5.131158,0.999122,3.270402,0.347008
863,4.821689,1.089413,3.347752,0.361533
864,4.750490,1.174959,3.320914,0.358691
865,4.802603,1.120121,3.505478,0.414731
866,4.970939,1.013246,3.315849,0.389069
867,4.626404,1.124620,3.473455,0.369834
868,4.337827,0.980867,3.400319,0.352568
869,4.519788,1.118008,3.368765,0.348759
870,4.965284,1.185635,3.523336,0.357519
871,4.898952,1.117123,3.451162,0.417430
872,4.044102,0.960368,3.440812,0.361997
873,4.882674,1.162645,3.626958,0.382059
874,5.198735,1.208883,3.586128,0.362045
875,5.012572,1.195712,3.584392,0.375877
876,4.592272,1.007748,3.652879,0.398672
877,5.272003,1.251298,3.471133,0.371681
878,5.070390,1.055398,3.461281,0.361960
879,4.911846,1.162751,3.521666,0.382425
880,4.430449,1.040732,3.472393,0.373778
881,5.542163,1.314884,3.658773,0.379812
882,5.264008,1.084439,3.504939,0.382275
883,5.197294,1.189239,3.627805,0.383474
884,4.706794,1.108250,3.543860,0.370559
885,5.043104,1.217370,3.974225,0.397850
886,5.593945,1.083151,3.560157,0.391659
887,4.821779,1.264673,3.873143,0.452340
888,4.709671,1.015373,3.633551,0.384054
889,5.165120,1.301133,3.600955,0.404990
890,5.464616,1.238051,3.717976,0.389385
891,6.919481,1.516014,4.055101,0.403707
892,6.748346,1.075450,3.765879,0.392954
893,10.159709,2.629851,3.754040,0.423437
894,7.871585,1.079988,3.559363,0.451390
895,5.845238,1.479035,4.357712,0.481657
896,7.605947,1.976713,4.376353,0.485499
897,6.294363,1.640856,4.405668,0.482821
898,6.653861,2.201073,4.386789,0.460810
899,6.405866,2.153915,4.450813,0.484201
900,5.819432,1.387618,4.618581,0.628805
901,6.573328,1.500671,4.574151,0.479266
902,6.179758,1.525878,4.525820,0.467061
903,5.745257,1.277046,4.393581,0.481675
904,5.758109,1.371161,4.092628,0.477824
905,6.208546,1.503922,4.480932,0.484717
906,6.338725,1.433149,4.560792,0.476543
907,6.162812,1.532153,4.510337,0.487531
908,6.046403,1.612560,3.896216,0.397797
909,7.374656,3.136688,4.510259,0.508758
910,7.734452,3.571315,4.557421,0.481749
911,6.808630,2.000174,4.629662,0.523829
912,5.630185,1.373295,4.628364,0.493437
913,6.341769,1.561894,4.568310,0.498117
914,6.462794,1.364099,4.590558,0.488646
915,6.347777,1.590021,4.618335,0.500926
916,6.012556,1.398403,4.431650,0.490435
917,6.457269,1.389905,4.345777,0.505937
918,6.664107,1.471327,4.617632,0.441247
919,6.122856,1.592467,4.100498,0.413432
920,5.802893,1.386548,4.683113,0.500056
921,6.516211,1.624759,4.152259,0.425125
922,8.083242,3.991641,4.901299,0.540274
923,10.295373,6.679378,4.922295,0.549710
924,7.582794,3.026356,4.652446,0.506334
925,6.882475,1.721664,4.786263,0.524812
926,6.688291,1.445359,4.794192,0.502962
927,6.736049,1.637034,4.867894,0.550786
928,7.396493,1.857321,4.886744,0.529345
929,6.977352,1.693173,4.571339,0.451638
930,6.692988,1.579189,4.902210,0.528087
931,6.964975,1.699267,4.908889,0.536809
932,6.271102,1.500310,4.920295,0.538060
933,6.833879,1.687847,4.767516,0.534329
934,7.871368,2.868963,4.958377,0.528882
935,9.346563,5.491476,4.949300,0.538210
936,8.679519,5.149490,4.908360,0.536037
937,7.213697,1.652407,4.962651,0.523518
938,6.609916,1.497719,5.015695,0.516043
939,7.463126,2.393123,4.443258,0.457490
940,6.369930,1.558626,5.127833,0.545905
941,6.629186,1.749136,5.012739,0.466976
942,6.932471,1.612516,5.286957,0.555772
943,7.721915,2.101443,5.272158,0.549083
944,6.409126,1.562233,5.338857,0.555190
945,6.879558,1.517909,4.852149,0.564884
946,7.157747,1.637780,5.121787,0.543830
947,7.819552,2.614702,5.097945,0.563624
948,6.663642,1.538627,5.140118,0.572982
949,7.745644,1.670041,5.101780,0.473492
950,9.298848,5.917188,5.180068,0.551641
951,10.242728,6.189996,5.185622,0.570227
952,7.637477,3.084918,5.226622,0.552896
953,7.309196,1.821929,5.012668,0.625401
954,8.172839,2.591556,5.272809,0.556811
955,7.128147,1.846147,5.321192,0.597585
956,6.939294,1.604958,5.306201,0.584200
957,7.202542,1.762637,5.290438,0.576237
958,7.183200,1.554748,5.254895,0.555893
959,7.163694,1.735851,5.183624,0.571928
960,9.067265,2.282355,5.299595,0.482341
961,7.058499,1.865307,5.389367,0.504197
962,7.290147,1.610244,5.310982,0.565423
963,7.202115,1.755748,5.179893,0.582346
964,6.656443,1.473589,5.515733,0.564598
965,7.258775,1.789329,5.376270,0.591017
966,7.393197,1.601338,5.281039,0.506935
967,6.124777,1.437577,5.118831,0.606958
968,6.538267,1.493849,5.567546,0.570059
969,7.291078,1.830682,5.507171,0.588630
970,7.518952,1.657772,5.692566,0.614189
971,7.554227,1.811223,5.516739,0.589547
972,6.890667,1.533733,5.484197,0.605243
973,7.447543,1.806505,5.214890,0.603655
974,7.639593,1.634108,5.615777,0.581895
975,7.584951,1.874343,5.578896,0.541306
976,5.942817,1.604656,5.673872,0.592084
977,7.449534,1.825192,5.041428,0.609781
978,7.706175,1.736012,5.796384,0.653921
979,7.149510,1.889999,5.678228,0.642182
980,6.770241,1.602902,5.678741,0.638855
981,7.572379,1.870012,5.918139,0.615539
982,8.419097,1.741885,5.886346,0.748291
983,8.638276,2.067771,5.756139,0.518977
984,6.234934,1.595305,5.948605,0.620864
985,7.902177,1.968033,5.787863,0.619975
986,7.995498,1.728829,5.784349,0.637302
987,9.171779,2.101417,5.880220,0.621234
988,7.105280,1.670212,5.761024,0.636273
989,7.926360,1.888405,5.856460,0.636906
990,8.151584,1.776818,5.927428,0.556149
991,6.615901,1.724677,5.900997,0.647234
992,9.225251,2.213858,5.958413,0.650376
993,9.344205,2.424283,5.805404,0.523105
994,7.285482,1.762146,5.963215,0.519645
995,7.752412,2.033890,6.003447,0.637274
996,6.655130,1.588798,4.983323,0.530042
997,7.628852,1.957019,6.025658,0.644245
998,8.360925,1.588936,5.440531,0.631309
999,8.216467,1.720086,6.036312,0.657378
